X,Y,Price,Square_Feet,Address,Date_Sold
-112.467316,34.580763,"$500,000","1,469","2353 Sequoia Dr, Prescott, AZ 86301",10/17/2022
-112.34167,34.657442,"$500,000","1,749","7992 N Sunset Rdg, Prescott Valley, AZ 86315",1/6/2023
-112.435782,34.751525,"$500,000","1,845","1516 E Yorkshire Ave, Chino Valley, AZ 86323",9/30/2022
-112.053135,34.746569,"$500,000","1,800","611 Shadow Canyon Dr, Sedona, AZ 86324",10/19/2022
-112.448757,34.539713,"$502,000","1,846","334 Robinson Dr, Prescott, AZ 86303",8/23/2022
-112.358947,34.611871,"$502,500","1,794","4811 N Salem Pl, Prescott Valley, AZ 86314",2/7/2023
-112.340821,34.569961,"$503,683","1,985","7005 E Encampment Dr, Prescott Valley, AZ 86314",11/10/2022
-112.483604,34.585531,"$505,000","1,820","2429 N Ewin Dr, Prescott, AZ 86305",10/20/2022
-112.507256,34.566764,"$505,000","1,531","1573 Sierry Peaks Dr, Prescott, AZ 86305",2/1/2023
-112.359133,34.603786,"$505,000","1,653","4251 N Bainsbury Dr, Prescott Valley, AZ 86314",10/3/2022
-112.436154,34.646584,"$506,000","1,795","1384 Towhee Trl, Prescott, AZ 86305",10/5/2022
-112.354211,34.61617,"$506,710","1,804","6305 Stafford St, Prescott Valley, AZ 86314",12/30/2022
-112.356295,34.615069,"$506,910","1,804","6191 Waldon Way, Prescott Valley, AZ 86314",1/3/2023
-112.460258,34.577677,"$507,000","2,098","2167 Lynxwood Dr, Prescott, AZ 86301",1/23/2023
-112.464885,34.539416,"$510,000","2,080","212 S Pleasant St, Prescott, AZ 86303",10/25/2022
-112.290725,34.607277,"$510,000","1,930","9951 E Arrowhead Dr, Prescott Valley, AZ 86314",10/10/2022
-112.016105,34.699849,"$510,000","2,256","989 E Meadowlark Ln, Cottonwood, AZ 86326",9/21/2022
-112.0529,34.736012,"$510,000","2,149","225 S Desperado Dr, Cottonwood, AZ 86326",10/7/2022
-112.455526,34.539169,"$510,000","3,442","210 Bradshaw Dr, Prescott, AZ 86303",12/8/2022
-112.104916,34.296586,"$510,000","2,148","20415 E Kino Rd, Mayer, AZ 86333",8/19/2022
-112.238236,34.553005,"$510,000","1,920","12992 E Acosta St, Dewey, AZ 86327",10/7/2022
-112.353475,34.620212,"$510,000","1,994","5390 N Evans Way, Prescott Valley, AZ 86314",8/23/2022
-112.104916,34.296586,"$510,000","2,148","20415 E Kino Rd LOT 1600, Mayer, AZ 86333",8/19/2022
-112.031382,34.744281,"$512,000","2,352","538 N Verde Heights Dr, Cottonwood, AZ 86326",12/12/2022
-112.430962,34.741574,"$512,000","1,783","296 E Liana Dr, Chino Valley, AZ 86323",10/18/2022
-112.275868,34.563015,"$512,500","1,700","10860 E Oxbow Dr, Dewey, AZ 86327",9/20/2022
-112.4396,34.592432,"$514,000","1,576","1393 Kwana Ct, Prescott, AZ 86301",12/7/2022
-112.503673,34.636766,"$515,000","2,719","6510 N Stage Line Trl, Prescott, AZ 86305",1/17/2023
-112.332297,34.614196,"$515,000","3,129","4929 N Treasure Cir, Prescott Valley, AZ 86314",2/10/2023
-112.476992,34.538268,"$515,000","950","540 Glenwood Ave, Prescott, AZ 86303",9/23/2022
-112.477604,34.568968,"$515,000","1,722","710 Solano Dr, Prescott, AZ 86301",8/17/2022
-112.470519,34.569419,"$515,000","3,338","440 W Rosser St, Prescott, AZ 86301",10/24/2022
-112.016664,34.719712,"$515,000","2,030","1076 S 10th St, Cottonwood, AZ 86326",1/31/2023
-112.14365,34.071086,"$515,000","2,968","19480 E Todd Evans Rd, Black Canyon City, AZ 85324",2/8/2023
-112.342241,34.624162,"$515,000","1,587","5649 N Bronco Ln, Prescott Valley, AZ 86314",11/15/2022
-112.237447,34.547706,"$515,000","1,956","13033 E Tijuana St, Dewey, AZ 86327",8/30/2022
-112.342241,34.624162,"$515,000","1,587","5649 N Bronco Ln LOT 196, Prescott Valley, AZ 86314",11/15/2022
-112.497293,34.565597,"$515,525","1,772","1525 Shoup St, Prescott, AZ 86305",11/18/2022
-112.481076,34.536567,"$517,500","906","818 Country Club Dr, Prescott, AZ 86303",8/22/2022
-112.0529,34.738394,"$517,777","2,126","2335 W Running Iron Ln, Cottonwood, AZ 86326",11/14/2022
-112.490982,34.567061,"$519,000","1,639","1295 Los Arcos Dr, Prescott, AZ 86305",8/18/2022
-112.336134,34.571451,"$519,000","2,026","1991 N Fence Line Dr, Prescott Valley, AZ 86314",1/30/2023
-112.331938,34.646258,"$519,000","1,785","7245 N Summer Walk Way, Prescott Valley, AZ 86315",1/17/2023
-112.025278,34.719168,"$519,900","1,592","1112 S 4th St, Cottonwood, AZ 86326",1/6/2023
-112.460834,34.541234,"$520,000","1,015","114 S Washington Ave, Prescott, AZ 86303",9/2/2022
-112.491386,34.739029,"$520,000","1,623","445 S Bella Rd, Chino Valley, AZ 86323",8/29/2022
-112.064893,34.746651,"$520,000","1,782","1800 S Coyote Hill Rd, Clarkdale, AZ 86324",9/16/2022
-112.332222,34.653165,"$520,000","1,836","7648 N Paradise Found Trl, Prescott Valley, AZ 86315",12/1/2022
-112.327456,34.653754,"$520,000","1,529","7828 E Painted Wagon Path, Prescott Valley, AZ 86315",10/5/2022
-112.345343,34.559719,"$520,000","1,570","1143 N Half Hitch Rd, Prescott Valley, AZ 86314",1/27/2023
-112.046589,34.744622,"$520,000","1,651","157 Granite Springs Rd, Cottonwood, AZ 86324",1/18/2023
-112.358265,34.617644,"$520,000","1,815","6071 Cottage Dr, Prescott Valley, AZ 86314",9/7/2022
-112.482766,34.533496,"$522,500","2,100","817 Middlebrook Rd, Prescott, AZ 86303",12/5/2022
-112.431923,34.580328,"$524,432","3,116","1506 Varsity Dr, Prescott, AZ 86301",9/22/2022
-112.428937,34.634927,"$525,000","1,704","5646 Hole In One Dr, Prescott, AZ 86301",12/19/2022
-112.493149,34.514275,"$525,000","1,608","1273 W Coyote Run Trl, Prescott, AZ 86303",10/18/2022
-112.46549,34.545912,"$525,000","850","313 N Alarcon St, Prescott, AZ 86301",12/6/2022
-112.47017,34.578172,"$525,000","2,364","425 Arena Dr, Prescott, AZ 86301",9/23/2022
-112.203589,34.536153,"$525,000","1,985","14875 E State Route 169, Dewey, AZ 86327",9/30/2022
-111.865662,34.607114,"$525,000","2,680","2540 N Piper Ave, Camp Verde, AZ 86322",12/9/2022
-112.035853,34.719446,"$525,000","1,908","1105 S Chuckawalla Dr, Cottonwood, AZ 86326",11/1/2022
-112.34046,34.654664,"$525,000","1,880","7090 E Painted Vista Ct, Prescott Valley, AZ 86315",11/30/2022
-111.795554,34.867676,"$525,000","567","257 Jackrabbit Ln, Sedona, AZ 86336",1/11/2023
-112.329593,34.611564,"$525,000","2,583","4740 N Verde Vista Dr, Prescott Valley, AZ 86314",12/2/2022
-112.463638,34.578839,"$525,000","1,650","2231 Lakewood Dr, Prescott, AZ 86301",1/9/2023
-112.239845,34.558823,"$525,000","2,037","12905 E Barreto St, Dewey, AZ 86327",1/24/2023
-112.05246,34.731853,"$525,000","1,907","2300 Prospect Cir, Cottonwood, AZ 86326",11/22/2022
-112.34819,34.617101,"$525,000","1,677","6643 E Sandpiper Way, Prescott Valley, AZ 86314",10/31/2022
-112.8109,34.038638,"$525,000","1,802","4274 Ponderosa Trl, Wickenburg, AZ 85390",10/12/2022
-112.437757,34.648305,"$525,000","1,795","6258 Harvest Moon Ave, Prescott, AZ 86305",10/7/2022
-112.356658,34.615596,"$525,350","1,968","6166 Walden Way, Prescott Valley, AZ 86314",12/15/2022
-112.394587,34.625148,"$527,900","1,332","5271 Tranquil Bluff Way, Prescott, AZ 86301",8/31/2022
-112.51238,34.728776,"$528,000","1,687","3600 W Meadow Lake Dr, Chino Valley, AZ 86323",11/8/2022
-112.327186,34.671991,"$528,595","2,140","7930 E Carbon Ct, Prescott Valley, AZ 86315",1/31/2023
-112.350798,34.587684,"$529,000","2,129","3101 N Starlight Dr, Prescott Valley, AZ 86314",8/25/2022
-112.480624,34.529802,"$529,000","2,090","631 Tiburon Dr, Prescott, AZ 86303",9/13/2022
-112.327245,34.652162,"$529,000","1,864","7952 E Rusty Spur Trl, Prescott Valley, AZ 86315",10/13/2022
-111.971392,34.721534,"$529,000","2,177","5065 E Boulder Canyon Dr, Cornville, AZ 86325",10/7/2022
-112.056789,34.766583,"$529,900","2,123","465 Miners Gulch Dr, Clarkdale, AZ 86324",12/5/2022
-112.056253,34.746464,"$529,900","1,800","1761 Buena Vista Dr, Clarkdale, AZ 86324",12/16/2022
-112.400636,34.550832,"$530,000","3,078","475 Shadow Mountain Dr, Prescott, AZ 86301",12/30/2022
-112.340999,34.609246,"$530,000","2,959","4601 N Stage Way Ln, Prescott Valley, AZ 86314",11/22/2022
-112.48908,34.53782,"$530,000","1,656","1036 Country Club Dr, Prescott, AZ 86303",8/23/2022
-112.474384,34.535855,"$530,000","1,120","408 Pioneer Dr, Prescott, AZ 86303",8/24/2022
-112.434564,34.592469,"$530,000","1,706","1623 Addington Dr, Prescott, AZ 86301",11/21/2022
-112.449234,34.725413,"$530,000","1,804","873 Lori Ln, Chino Valley, AZ 86323",12/28/2022
-112.326663,34.652602,"$530,000","2,159","7723 N Dusty Trail Way, Prescott Valley, AZ 86315",1/12/2023
-112.440575,34.752114,"$530,000","2,132","424 Galloway Dr, Chino Valley, AZ 86323",10/21/2022
-112.032407,34.761909,"$530,000","1,886","700 S Hillcrest Dr, Clarkdale, AZ 86324",12/15/2022
-112.436527,34.646553,"$530,000","1,594","1376 Towhee Trl, Prescott, AZ 86305",8/22/2022
-112.440575,34.752114,"$530,000","2,132","424 Galloway Dr LOT 331, Chino Valley, AZ 86323",10/21/2022
-112.35592,34.603459,"$531,500","1,663","6234 E Cambridge Ave, Prescott Valley, AZ 86314",12/23/2022
-112.366696,34.607579,"$531,534","1,664","5545 E Killen Loop, Prescott Valley, AZ 86314",9/16/2022
-111.984317,34.704812,"$532,530","1,689","1927 S Cayuse Trl, Cottonwood, AZ 86326",10/14/2022
-112.442185,34.644414,"$532,550","1,800","6801 W Claret Dr, Prescott, AZ 86305",9/26/2022
-112.057115,34.767548,"$532,700","1,979","301 Whistle Stop Rd, Clarkdale, AZ 86324",1/18/2023
-112.428075,34.641721,"$535,000","1,978","13 Walking Diamond Dr, Prescott, AZ 86301",8/24/2022
-112.442216,34.571329,"$535,000","1,608","1710 Boardwalk Ave, Prescott, AZ 86301",10/21/2022
-112.463727,34.603964,"$535,000","1,613","3290 Aster Dr, Prescott, AZ 86305",9/27/2022
-112.484167,34.532268,"$535,000","2,006","830 Copper Basin Rd, Prescott, AZ 86303",11/1/2022
-112.218306,34.521212,"$535,000","1,959","14075 E Meadow Rd, Dewey, AZ 86327",9/14/2022
-112.270652,34.562821,"$535,000","2,888","11145 E Ironwood Ln, Dewey, AZ 86327",10/18/2022
-111.83957,34.536435,"$535,000","1,853","825 E Pine Mountain Rd, Camp Verde, AZ 86322",9/15/2022
-112.466968,34.785608,"$535,000","1,669","1076 Talia Pl, Chino Valley, AZ 86323",8/19/2022
-112.240553,34.556817,"$535,000","3,134","12868 E De La Cruz St, Dewey, AZ 86327",12/1/2022
-112.328631,34.613096,"$535,000","1,754","4861 N Verde Vista Dr, Prescott Valley, AZ 86314",10/12/2022
-112.240558,34.556837,"$535,000","3,134","12868 E De La Cruz St LOT 778, Dewey, AZ 86327",12/1/2022
-112.364745,34.612953,"$536,052","2,320","4878 N Glasgow Pl, Prescott Valley, AZ 86314",9/13/2022
-112.32723,34.648458,"$536,250","1,816","7851 E Bramble Berry Ln, Prescott Valley, AZ 86315",11/29/2022
-112.573748,34.551352,"$536,500","1,400","708 N Skyline Dr, Prescott, AZ 86305",12/28/2022
-112.489261,34.47202,"$537,000","1,489","4678 S Libby Loop Rd, Prescott, AZ 86303",12/19/2022
-112.450962,34.542104,"$539,900","2,113","1229 Overstreet Dr, Prescott, AZ 86303",1/24/2023
-112.547767,34.69022,"$540,000","1,480","4536 W Old Stage Rd, Prescott, AZ 86305",11/18/2022
-112.506327,34.551324,"$540,000","1,765","1911 Idylwild Way, Prescott, AZ 86305",11/30/2022
-112.515593,34.584758,"$540,000","2,096","30 Woodside Dr, Prescott, AZ 86305",8/19/2022
-112.485978,34.577189,"$540,000","1,784","990 Garland Dr, Prescott, AZ 86305",8/29/2022
-112.266782,34.552537,"$540,000","3,615","660 N Apache Dr, Dewey, AZ 86327",9/1/2022
-112.47308,34.730534,"$540,000","2,357","1405 W Road 2 S, Chino Valley, AZ 86323",12/7/2022
-112.457225,34.594387,"$540,000","1,750","867 Cameron Pass, Prescott, AZ 86301",11/30/2022
-112.327839,34.648687,"$540,000","1,807","7830 E Bramble Berry Ln, Prescott Valley, AZ 86315",9/7/2022
-112.338038,34.559689,"$540,000","1,908","7305 E Goodnight Ln, Prescott Valley, AZ 86314",12/19/2022
-112.349576,34.207676,"$540,000","1,926","23541 S Malnetta Rd, Crown King, AZ 86343",8/18/2022
-112.343796,34.559152,"$540,000","1,852","1117 N Rigo Ranch Rd, Prescott Valley, AZ 86314",10/27/2022
-112.032616,34.748585,"$540,000","1,747","467 Kindra Heights Rd, Cottonwood, AZ 86326",8/23/2022
-112.05134,34.769013,"$540,000","1,462","277 Laughing Hill Dr, Clarkdale, AZ 86324",9/15/2022
-112.473079,34.730519,"$540,000","2,357","1405 W Road 2 S LOT 11, Chino Valley, AZ 86323",12/7/2022
-112.299516,34.608332,"$540,000","2,208","9440 E Serpentine Ln UNIT 20, Prescott Valley, AZ 86314",12/19/2022
-112.514026,34.919507,"$540,070","1,965","25620 N Cabernet Ln, Paulden, AZ 86334",11/21/2022
-112.39527,34.624261,"$541,000","1,651","5294 Tranquil Bluff Way, Prescott, AZ 86301",8/17/2022
-112.449006,34.539605,"$542,000","1,463","202 Newport Dr, Prescott, AZ 86303",9/23/2022
-112.031941,34.753292,"$542,500","2,137","630 Grey Fox Rdg, Cottonwood, AZ 86326",1/20/2023
-112.055345,34.764312,"$543,000","1,987","487 Cleopatra Hill Rd, Clarkdale, AZ 86324",2/3/2023
-112.432931,34.590823,"$543,910","1,767","1674 Saint Andrews Way, Prescott, AZ 86301",11/18/2022
-112.476945,34.601516,"$545,000","2,219","3230 S Burro St, Prescott, AZ 86305",12/28/2022
-112.467353,34.573358,"$545,000","1,559","374 Dogwood Ln, Prescott, AZ 86301",9/30/2022
-112.441336,34.841885,"$545,000","1,871","1425 E Oxbow Cir, Paulden, AZ 86334",11/8/2022
-112.292757,34.606673,"$545,000","1,886","4424 N Teepee Rd, Prescott Valley, AZ 86314",9/30/2022
-111.761705,34.789183,"$545,000","2,032","55 E Bell Rock Blvd, Sedona, AZ 86351",1/27/2023
-112.417668,34.759084,"$545,000","2,059","2612 Capella Dr, Chino Valley, AZ 86323",11/30/2022
-112.298524,34.614416,"$545,000","1,812","9500 E Rancho Vista Dr, Prescott Valley, AZ 86314",10/31/2022
-112.46735,34.573349,"$545,000","1,559","374 Dogwood Ln LOT 58, Prescott, AZ 86301",9/30/2022
-112.476945,34.601516,"$545,000","2,219","3230 S Burro Dr, Prescott, AZ 86305",12/28/2022
-112.796237,34.044013,"$545,000","1,678","4581 Night Hawk Ct, Wickenburg, AZ 85390",9/8/2022
-112.356322,34.618029,"$545,000","1,804","6184 Cottage Dr LOT 2877, Prescott Valley, AZ 86314",10/31/2022
-112.356322,34.618029,"$545,000","1,804","6184 Cottage Dr, Prescott Valley, AZ 86314",10/31/2022
-112.355925,34.627344,"$546,250","2,031","6000 E Beecher Loop, Prescott Valley, AZ 86314",9/16/2022
-112.40612,34.543188,"$547,500","1,690","42 N Wildrose Cir, Prescott, AZ 86303",8/31/2022
-112.462091,34.539462,"$548,000","910","210 S Virginia St, Prescott, AZ 86303",12/21/2022
-112.352287,34.602838,"$548,000","2,038","6432 E Clifton Ter, Prescott Valley, AZ 86314",10/13/2022
-112.352287,34.602838,"$548,000","2,038","6432 E Clifton Ter LOT 1122, Prescott Valley, AZ 86314",10/13/2022
-112.465314,34.74526,"$548,865","3,300","989 W Center St, Chino Valley, AZ 86323",11/28/2022
-112.396742,34.553836,"$549,700","1,851","525 Deer Horn Ct, Prescott, AZ 86301",9/28/2022
-112.508166,34.560475,"$549,900","1,754","1445 Sierry Peaks Dr, Prescott, AZ 86305",2/8/2023
-112.459524,34.539547,"$550,000","1,103","206 S Arizona Ave, Prescott, AZ 86303",9/28/2022
-112.287627,34.703879,"$550,000","2,152","11155 N Patagonia Ct, Prescott Valley, AZ 86315",12/28/2022
-112.222533,34.388501,"$550,000","2,156","13670 E Scooter Ln, Mayer, AZ 86333",9/14/2022
-111.816452,34.820232,"$550,000","2,955","92 Lagos Ct, Sedona, AZ 86336",9/12/2022
-112.349773,34.615729,"$550,000","1,825","6561 E Bay Point Way, Prescott Valley, AZ 86314",10/24/2022
-112.326825,34.671,"$550,000","2,140","7878 E Hideaway Falls Ct, Prescott Valley, AZ 86315",11/29/2022
-112.455456,34.567298,"$551,500","1,539","1541 Talon Pl, Prescott, AZ 86301",1/26/2023
-112.435647,34.753939,"$553,000","2,173","1632 Bainbridge Ln LOT 540, Chino Valley, AZ 86323",2/1/2023
-112.356654,34.614732,"$553,150","2,058","6166 Shetland Way, Prescott Valley, AZ 86314",1/13/2023
-112.46037,34.853104,"$555,000","2,188","21200 N Old Highway 89, Paulden, AZ 86334",8/29/2022
-111.871274,34.561902,"$555,000","1,970","575 Oasis Rd, Camp Verde, AZ 86322",1/27/2023
-112.331286,34.66576,"$555,000","1,926","8454 N Pepperbox Rd, Prescott Valley, AZ 86315",12/30/2022
-112.795278,34.03816,"$555,000","2,002","4260 Old Orchard Dr, Wickenburg, AZ 85390",11/17/2022
-112.364558,34.611921,"$555,000","1,795","5731 E Tyler Rd, Prescott, AZ 86301",10/20/2022
-112.30849,34.622445,"$558,250","2,233","5500 N Concho Dr, Prescott Valley, AZ 86314",2/13/2023
-112.332962,34.647005,"$559,055","1,927","7282 N Bird Song Ln, Prescott Valley, AZ 86315",1/21/2023
-112.389766,34.556158,"$560,000","1,672","4906 Antelope Dr, Prescott, AZ 86301",10/5/2022
-112.367275,34.569687,"$560,000","1,894","1840 E Mulberry, Prescott Valley, AZ 86314",11/15/2022
-112.367335,34.572368,"$560,000","1,958","2051 N Oxford, Prescott Valley, AZ 86314",12/16/2022
-112.500274,34.599054,"$560,000","1,802","1910 W Yampa Dr, Prescott, AZ 86305",8/23/2022
-112.475734,34.523023,"$560,000","2,544","1171 Deer Run Rd, Prescott, AZ 86303",11/23/2022
-111.766054,34.640226,"$560,000","2,420","4894 N Valancius Way, Rimrock, AZ 86335",10/21/2022
-112.490549,34.798161,"$560,000","1,776","3535 N Grey Fox Dr, Chino Valley, AZ 86323",10/24/2022
-111.782776,34.661716,"$560,000","2,063","3700 E Camden Pass, Rimrock, AZ 86335",9/27/2022
-112.358691,34.601468,"$560,000","2,034","4068 N Wynnwood Dr, Prescott Valley, AZ 86314",12/12/2022
-112.420555,34.627144,"$560,000","2,135","5246 Porter Creek Dr, Prescott, AZ 86301",9/7/2022
-112.475921,34.717604,"$560,000","1,835","1930 S Johnson Ln, Chino Valley, AZ 86323",11/18/2022
-112.439507,34.647109,"$560,218","1,800","6874 Claret Dr, Prescott, AZ 86305",12/2/2022
-112.489005,34.520787,"$562,000","1,496","937 W Sunlit Dr, Prescott, AZ 86303",9/6/2022
-112.474462,34.523636,"$565,000","2,827","1140 Tanglewood Rd, Prescott, AZ 86303",11/23/2022
-112.800543,34.042287,"$565,000","1,959","3205 Josey Wales Way, Wickenburg, AZ 85390",1/10/2023
-112.565511,34.535584,"$570,000","1,628","498 S Brady Rd, Prescott, AZ 86305",9/23/2022
-112.474105,34.526912,"$570,000","2,488","402 Marcus Dr, Prescott, AZ 86303",12/20/2022
-112.212997,34.503999,"$570,000","2,408","14395 E Bradshaw Rd, Humboldt, AZ 86329",1/5/2023
-112.300018,34.611272,"$570,000","3,223","9400 E Manzanita Cir, Prescott Valley, AZ 86314",9/20/2022
-112.295444,34.607614,"$570,000","2,700","9660 E Cinnabar Ct, Prescott Valley, AZ 86314",10/13/2022
-111.914941,34.745661,"$570,000","2,115","10190 E Cottonwood Ct, Cornville, AZ 86325",9/13/2022
-112.349587,34.622731,"$570,000","2,041","6558 E Tenby Dr, Prescott Valley, AZ 86314",9/15/2022
-112.452044,34.595281,"$570,000","2,005","2755 Brooks Range, Prescott, AZ 86301",12/19/2022
-112.337783,34.562722,"$570,000","1,864","1353 N Kettle Hill Rd, Prescott Valley, AZ 86314",9/21/2022
-112.437388,34.749677,"$570,000","2,271","1553 E Yorkshire Ave, Chino Valley, AZ 86323",9/29/2022
-112.565511,34.535584,"$570,000","1,628","498 S Brady Rd LOT 29, Prescott, AZ 86305",9/13/2022
-112.52146,34.572702,"$572,000","1,706","1850 Royal Oak Cir, Prescott, AZ 86305",8/29/2022
-112.457062,34.566434,"$572,500","1,601","1520 Majestic Way, Prescott, AZ 86301",10/7/2022
-112.399851,34.554651,"$573,000","2,133","606 Shadow Mountain Dr, Prescott, AZ 86301",9/14/2022
-111.724312,34.792815,"$573,000","1,775","265 Raintree Rd, Sedona, AZ 86351",11/14/2022
-111.981141,34.698491,"$573,000","2,729","4163 E Mustang Dr, Cottonwood, AZ 86326",8/29/2022
-112.487154,34.529884,"$574,900","2,123","740 Kopavi Trl, Prescott, AZ 86303",2/6/2023
-112.569418,34.5595,"$575,000","1,640","5952 W Sleepy Hollow Dr, Prescott, AZ 86305",2/8/2023
-112.48691,34.535119,"$575,000","1,908","557 Shalimar Dr, Prescott, AZ 86303",1/12/2023
-112.505624,34.517106,"$575,000","1,827","1241 Timber Point N, Prescott, AZ 86303",11/23/2022
-112.271779,34.551902,"$575,000","2,609","11100 E Cochise Cir, Dewey, AZ 86327",8/31/2022
-112.435953,34.591041,"$575,000","1,726","1472 Kwana Ct, Prescott, AZ 86301",9/28/2022
-111.962473,34.723732,"$575,000","1,716","900 S Golf View Dr, Sedona, AZ 86325",9/16/2022
-111.963195,34.721109,"$575,000","2,838","5810 E La Privada Dr, Cornville, AZ 86325",12/2/2022
-112.463744,34.623011,"$575,000","1,874","5997 Symphony Dr, Prescott, AZ 86305",12/22/2022
-112.059351,34.765399,"$575,000","3,716","767 Alfonse Rd, Clarkdale, AZ 86324",10/24/2022
-112.330168,34.560418,"$575,000","1,822","1200 N Rusty Nail Rd, Prescott Valley, AZ 86314",10/19/2022
-112.353871,34.62414,"$575,000","1,985","6256 E Livingston Loop, Prescott Valley, AZ 86314",8/29/2022
-112.053808,34.763495,"$575,000","1,891","416 Powder Box Rd, Clarkdale, AZ 86324",10/12/2022
-112.325627,34.666047,"$575,000","2,153","7945 E Talking Iron Ln, Prescott Valley, AZ 86315",1/26/2023
-112.363396,34.607178,"$575,000","1,525","5961 E Killen Loop, Prescott Valley, AZ 86314",9/6/2022
-112.330173,34.560418,"$575,000","1,822","1200 N Rusty Nail Rd LOT 836, Prescott Valley, AZ 86314",10/19/2022
-112.47457,34.51918,"$576,000","1,916","1404 Pine Tree Ln, Prescott, AZ 86303",10/26/2022
-112.440392,34.576962,"$577,000","2,489","1933 Boardwalk Ave, Prescott, AZ 86301",12/19/2022
-112.445863,34.628108,"$577,000","1,922","5984 Goldenrod Way, Prescott, AZ 86305",1/12/2023
-112.344127,34.570065,"$577,000","1,817","6961 E Lynx Wagon Rd, Prescott Valley, AZ 86314",11/2/2022
-112.235025,34.66619,"$579,000","2,086","13105 E Buckshot Rd, Prescott Valley, AZ 86315",1/18/2023
-112.347432,34.559442,"$579,000","1,810","1117 N Buggy Barn Rd, Prescott Valley, AZ 86314",10/21/2022
-112.359715,34.600285,"$579,000","2,046","3978 N Hanover Dr, Prescott Valley, AZ 86314",11/16/2022
-112.489791,34.526286,"$579,640","2,352","835 S Yuma Rd, Prescott, AZ 86303",1/3/2023
-112.440528,34.645379,"$579,900","1,852","6829 Claret Dr, Prescott, AZ 86305",12/6/2022
-112.212997,34.503999,"$579,900","2,408","14395 E Bradshaw Rd, Dewey, AZ 86327",1/3/2023
-112.473686,34.520502,"$580,000","2,227","1220 Haisley Rd, Prescott, AZ 86303",12/21/2022
-111.860655,34.535883,"$580,000","1,622","350 W Shill Rd, Camp Verde, AZ 86322",12/20/2022
-111.766473,34.786213,"$580,000","1,471","180 Arch Dr, Sedona, AZ 86351",11/21/2022
-112.22783,34.509049,"$580,000","2,010","13526 E Green Gulch Dr, Dewey, AZ 86327",9/23/2022
-112.805756,34.027744,"$580,000","1,840","3668 Ridgeview Ter, Wickenburg, AZ 85390",8/23/2022
-112.246664,34.511031,"$580,000","2,206","12661 E Orange Rock Rd, Dewey, AZ 86327",9/1/2022
-112.246664,34.511031,"$580,000","2,206","12661 E Orange Rock Rd, Humboldt, AZ 86329",9/1/2022
-112.367404,34.607338,"$580,465","1,859","5562 E Killen Loop, Prescott Valley, AZ 86314",9/30/2022
-112.35294,34.619761,"$582,500","1,982","5355 N Evans Way, Prescott Valley, AZ 86314",12/29/2022
-112.48859,34.797656,"$584,000","2,246","2305 W Agave Pl, Chino Valley, AZ 86323",11/15/2022
-112.339877,34.640893,"$585,000","2,425","7230 E Pinnacle Pass Loop, Prescott Valley, AZ 86315",11/9/2022
-112.483138,34.529029,"$585,000","1,849","836 S Boulder Dr, Prescott, AZ 86303",9/30/2022
-112.518503,34.820059,"$585,000","2,636","3970 W Cedar Heights Rd, Chino Valley, AZ 86323",12/22/2022
-112.057115,34.741188,"$585,000","1,956","831 Evergreen Dr, Clarkdale, AZ 86324",8/19/2022
-112.349004,34.622765,"$585,000","2,007","6602 E Tenby Dr, Prescott Valley, AZ 86314",11/28/2022
-112.48379,34.534531,"$585,000","1,685","523 Carson Dr, Prescott, AZ 86303",10/14/2022
-112.48042,34.57982,"$585,000","2,018","877 Whispering Oak Dr, Prescott, AZ 86301",1/5/2023
-112.467469,34.58395,"$585,000","2,243","2500 Redbud Ln, Prescott, AZ 86301",12/23/2022
-112.438039,34.575461,"$585,000","1,623","1555 Mediterranean Ct, Prescott, AZ 86301",8/19/2022
-112.807409,34.029133,"$585,000","1,722","3727 Goldmine Canyon Way, Wickenburg, AZ 85390",1/6/2023
-112.367166,34.607313,"$585,420","1,835","5556 E Killen Loop, Prescott Valley, AZ 86314",10/7/2022
-112.292486,34.604103,"$586,000","3,212","9860 E Catalina Dr, Prescott Valley, AZ 86314",11/2/2022
-112.460959,34.627425,"$589,000","2,187","693 Sesame St, Prescott, AZ 86305",11/21/2022
-112.39421,34.624482,"$589,900","1,449","3996 Crown Rock Trl, Prescott, AZ 86301",10/7/2022
-112.44577,34.626334,"$590,000","2,024","5818 Goldenrod Way, Prescott, AZ 86305",11/14/2022
-112.512659,34.548045,"$590,000","2,200","2196 W Thumb Butte Rd, Prescott, AZ 86305",12/29/2022
-111.788365,34.786758,"$590,000","1,476","1295 Verde Valley School Rd, Sedona, AZ 86351",12/6/2022
-112.051223,34.737973,"$590,000","2,286","2215 W High Country Dr, Cottonwood, AZ 86326",10/31/2022
-112.263052,34.66232,"$590,000","1,634","8500 N Prescott Ridge Rd, Prescott Valley, AZ 86315",11/16/2022
-112.336871,34.559643,"$590,000","2,070","7350 E Goodnight Ln, Prescott Valley, AZ 86314",10/10/2022
-112.32607,34.665941,"$590,000","1,921","8537 N Wandering Creek Rd, Prescott Valley, AZ 86315",1/30/2023
-112.32708,34.669521,"$590,000","1,919","8781 N Auster Ln, Prescott Valley, AZ 86315",10/31/2022
-112.462256,34.581683,"$592,000","2,154","2411 Lakewood Dr, Prescott, AZ 86301",10/24/2022
-111.885249,34.595902,"$592,500","1,487","1832 N River View Dr #0, Camp Verde, AZ 86322",1/31/2023
